ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL;MOD_INGLES_PUNT
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;191;170;140;156;158;135
F;Area Rural;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN ESPA袿L E INGLES;91;141;153;187;156;206
F;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN MATEMATICAS;160;178;169;105;157;174
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;2;Si;Si;;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;LICENCIATURA EN MATEMATICAS;203;173;181;187;187;190
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;;;;;;;LICENCIATURA EN MATEMATICAS;183;172;200;151;173;158
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria incompleta;Ninguno;3;Si;Si;;Trabaja en el hogar, no trabaja o estudia;;MERCADEO;146;189;179;130;166;188
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;No;Si;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;4;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;168;150;139;188;167;191
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;3;Si;Si;;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA CIVIL;153;202;172;172;174;171
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;SOCIOLOGIA;106;114;111;160;114;81
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;No;Si;No realiza ninguna prueba de preparacion;Ninguno;Educacion profesional completa;2;Si;Si;;Pensionado;0;ADMINISTRACION DE EMPRESAS;188;200;203;194;196;195
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA DE SISTEMAS;184;147;149;141;156;159
F;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;144;127;142;144;143;158
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Postgrado;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;206;184;169;156;173;151
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;PSICOLOGIA;156;168;195;128;164;175
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGRONOMICA;176;177;166;128;163;168
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;;;;;;;;;ZOOTECNIA;149;126;122;0;79;0
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;1;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;SOCIOLOGIA;124;123;162;127;133;129
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA CIVIL;210;200;189;155;189;193
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN ESPA袿L E INGLES;92;144;127;142;136;174
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;;;;;;;;;ADMINISTRACION DE EMPRESAS;152;143;153;171;157;164
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;SOCIOLOGIA;158;148;167;92;138;125
F;Cabecera Municipal;Menos de 500 mil;No;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Menos de 10 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;118;151;95;153;128;125
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Primaria completa;Primaria incompleta;;;;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;;ADMINISTRACION DE EMPRESAS;174;155;157;141;159;167
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;COMERCIO INTERNACIONAL;182;154;146;156;158;154
F;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Primaria completa;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;186;193;182;123;173;181
F;Area Rural;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;ADMINISTRACION DE EMPRESAS;167;138;136;151;147;142
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Educacion profesional completa;2;Si;Si;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);0;INGENIERIA CIVIL;192;164;185;131;168;169
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;MERCADEO;174;211;173;171;183;185
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;CONTADURIA PUBLICA;197;187;185;173;183;173
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) incompleta;1;No;Si;Ninguno;Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;INGENIERIA AGROINDUSTRIAL;188;165;159;141;160;145
M;Area Rural;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN INFORMATICA;165;173;189;153;170;171
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ECONOMIA;176;181;165;129;162;161
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;ECONOMIA;183;195;211;158;188;192
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;ARQUITECTURA;183;173;164;156;169;167
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;INGENIERIA CIVIL;159;156;152;131;149;147
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Educacion profesional incompleta;Tecnica o tecnologica completa;2;Si;Si;;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN ARTES VISUALES;115;101;107;0;89;123
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;170;158;160;127;155;161
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Educacion profesional incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;COMERCIO INTERNACIONAL;179;158;216;94;167;188
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Mas de 30 horas;COMERCIO INTERNACIONAL;166;157;147;94;148;174
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;ZOOTECNIA;171;190;172;108;154;131
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional incompleta;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;MEDICINA;194;189;187;130;182;210
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;MEDICINA;193;167;173;191;182;184
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) completa;;;;Es vendedor o trabaja en atencion al publico;;;INGENIERIA AMBIENTAL;183;171;170;178;175;173
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;MEDICINA;212;208;214;133;194;201
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Postgrado;Postgrado;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;MEDICINA;218;185;190;184;200;225
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;2;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN INFORMATICA;193;190;200;126;178;183
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;DERECHO;176;187;190;154;170;142
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;171;132;181;153;158;152
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Mas de 30 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;135;144;141;135;141;149
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Postgrado;3;Si;Si;;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;DERECHO;177;189;184;206;191;200
M;Area Rural;Menos de 500 mil;No;Si;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA ELECTRONICA;164;171;184;189;177;176
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;LICENCIATURA EN FILOSOFIA Y LETRAS;171;178;172;136;161;149
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;No Aplica;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);;0;INGENIERIA AGROINDUSTRIAL;156;154;173;184;163;148
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;No realiza ninguna prueba de preparacion;Educacion profesional incompleta;Educacion profesional completa;3;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;228;207;174;135;184;178
F;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica incompleta;Educacion profesional incompleta;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;0;ZOOTECNIA;173;170;171;82;151;157
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;;Trabaja en el hogar, no trabaja o estudia;0;DERECHO;176;197;206;197;196;203
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;Si;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA ELECTRONICA;171;176;189;183;179;175
M;Area Rural;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;LICENCIATURA  EN INGLES Y FRANCES;139;154;172;127;162;218
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Menos de 10 horas;DISE袿 INDUSTRIAL;146;168;169;181;164;154
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);No sabe;Entre 11 y 20 horas;LICENCIATURA EN MATEMATICAS;167;160;162;138;162;182
F;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;3;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es vendedor o trabaja en atencion al publico;Menos de 10 horas;COMERCIO INTERNACIONAL;181;191;168;148;172;170
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;146;170;140;137;148;145
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Primaria completa;Primaria completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;MERCADEO;150;164;178;115;159;190
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional incompleta;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;INGENIERIA CIVIL;177;168;156;160;166;170
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AGRONOMICA;178;152;137;173;158;151
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Mas de 30 horas;LICENCIATURA EN INFORMATICA;162;163;137;165;158;163
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Postgrado;2;Si;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;SOCIOLOGIA;167;147;129;153;146;133
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Toma un curso de preparacion;Primaria completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;ADMINISTRACION DE EMPRESAS;187;205;207;165;191;189
