ESTU_GENERO;FAMI_VIVIENDA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_NUMLIBROS;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_AREA_UBICACION;COLE_JORNADA;PUNT_LECTURA_CRITICA;PUNT_MATEMATICAS;PUNT_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PUNT_INGLES;PUNT_GLOBAL
F;Estrato 1;Ninguno;Tecnica o tecnoligica;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;45;29;34;34;42;180
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;59;62;59;56;46;290
M;Estrato 3;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;34;28;37;38;35;172
F;2;Bachillerato;profesional;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;URBANO;UNICA;59;56;53;52;70;281
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;URBANO;MAÑANA;34;44;40;46;54;210
F;;;;Ninguno;Empleado;;No;;Peor;;;OFICIAL;A;N;URBANO;MAÑANA;56;39;38;33;40;207
F;Estrato 2;Bachillerato;profesional;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;57;61;50;57;54;280
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;47;52;39;27;35;204
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;No;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;35;34;32;30;38;166
F;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;;RURAL;MAÑANA;33;34;39;28;38;169
F;Estrato 3;Ninguno;Bachillerato;Ninguno;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;58;56;48;42;57;257
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Ninguno;Si;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;56;59;54;34;57;256
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;62;54;58;53;54;283
F;2;Ninguno;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;68;75;68;60;65;338
F;1;Ninguno;Bachillerato;;;Si;;0 A 10 LIBROS;;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;43;39;41;38;50;205
F;;;;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;URBANO;MAÑANA;63;43;55;48;58;263
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;SABATINA;41;35;39;37;35;189
F;3;profesional;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;57;69;53;59;61;298
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;;URBANO;UNICA;43;39;40;36;42;198
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;62;62;70;59;68;318
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;43;49;46;47;49;232
F;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;72;66;55;69;60;325
F;1;Tecnica o tecnoligica;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;56;61;53;59;52;284
M;;;;Empleado;Empleado;;Si;;Igual;;;OFICIAL;A;N;URBANO;MAÑANA;69;74;70;64;100;358
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;39;46;45;35;46;208
F;Estrato 1;Tecnica o tecnoligica;Bachillerato;Empleado;Ninguno;Si;No;26 A 100 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;47;60;40;46;50;242
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;58;57;50;52;35;264
M;Estrato 1;profesional;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;44;45;37;36;40;202
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Mas de 2 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;44;42;49;47;47;228
F;1;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;44;44;52;42;55;231
F;3;Ninguno;Tecnica o tecnoligica;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;64;63;63;55;51;302
F;;profesional;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;38;49;47;39;46;217
F;Estrato 2;Primaria;profesional;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Peor;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;62;60;60;49;59;289
M;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;50;57;37;49;35;236
F;Sin Estrato;Bachillerato;Bachillerato;Ninguno;Ninguno;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;36;27;25;28;30;145
F;Estrato 2;Primaria;Ninguno;Empleado;Ninguno;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;61;46;49;52;50;259
F;Estrato 3;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;50;42;48;43;47;229
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;48;33;38;42;55;207
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;42;35;39;39;33;192
F;4;Primaria;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;40;45;42;42;45;212
F;1;Primaria;Tecnica o tecnoligica;;;No;;26 A 100 LIBROS;;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;72;57;58;59;50;303
F;2;Ninguno;Bachillerato;Ninguno;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;SABATINA;63;51;51;52;55;272
F;Estrato 1;Bachillerato;Tecnica o tecnoligica;;;No;;26 A 100 LIBROS;;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;SABATINA;32;28;40;35;42;172
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;46;42;56;50;242
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;66;73;64;69;71;341
F;2;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;51;54;46;49;55;252
F;1;Ninguno;Bachillerato;Ninguno;Empleado;Si;No;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;;OFICIAL;A;N;URBANO;MAÑANA;50;49;50;45;51;243
F;Estrato 3;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;53;49;51;41;56;245
F;Estrato 3;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;34;46;37;41;33;195
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;57;50;47;49;58;257
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;42;40;37;39;54;203
F;Estrato 1;Bachillerato;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Peor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;60;57;61;67;69;309
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;31;28;34;30;30;153
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;47;47;49;47;240
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;57;66;52;55;65;290
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;54;52;48;41;50;244
F;1;;Tecnica o tecnoligica;;Ninguno;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;URBANO;MAÑANA;61;43;47;51;44;250
F;;Bachillerato;Bachillerato;Ninguno;Ninguno;No;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;29;31;35;23;40;152
F;;Primaria;Bachillerato;Empleado;Empleado;;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;48;48;53;44;45;240
F;Estrato 1;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;65;55;58;58;68;298
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;49;56;49;44;51;248
F;Sin Estrato;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;No;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;35;40;43;47;46;208
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;61;60;50;48;58;275
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;62;53;33;51;247
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;S;URBANO;MAÑANA;65;58;57;50;59;288
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;No Navega Internet;OFICIAL;A;N;URBANO;MAÑANA;56;44;44;50;69;250
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Ninguno;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;56;55;52;58;53;275
F;4;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;48;54;50;58;47;260
F;2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;58;59;64;46;56;283
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;54;58;45;49;46;255
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;50;48;52;51;50;251
F;1;Bachillerato;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;51;57;52;58;55;273
F;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;59;54;50;55;66;277
F;;;;;;;;;;;;NO OFICIAL;A;;URBANO;SABATINA;64;43;35;64;46;255
M;2;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;62;53;51;56;58;278
F;;;;;;;;;;;;OFICIAL;A;N;RURAL;MAÑANA;63;63;62;51;62;300
F;Estrato 2;Primaria;Tecnica o tecnoligica;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;57;43;47;64;42;260
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;53;45;47;53;39;243
F;2;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;51;57;46;49;42;250
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;SABATINA;41;37;41;48;41;208
F;Estrato 3;Primaria;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;;URBANO;MAÑANA;63;63;57;55;58;297
F;1;Primaria;Primaria;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;;;OFICIAL;A;N;URBANO;UNICA;62;62;52;55;51;286
F;Estrato 1;Primaria;profesional;Pensionado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;UNICA;44;44;53;46;54;237
F;Estrato 2;profesional;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;49;51;47;46;54;243
F;Estrato 2;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;54;53;49;48;34;248
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;No leo por entretenimiento;No Navega Internet;OFICIAL;A;;RURAL;MAÑANA;42;36;46;36;47;203
F;Sin ;Primaria;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;MAÑANA;48;43;47;34;33;211
F;Estrato 2;Primaria;Bachillerato;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;55;54;50;46;33;249
F;Estrato 1;Bachillerato;Tecnica o tecnoligica;Empleado;Empleado;No;No;MAS DE 100 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;TARDE;53;43;47;43;42;231
F;2;Primaria;Bachillerato;Empleado;Empleado;Si;Si;MAS DE 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;47;33;38;39;48;200
M;Estrato 1;Primaria;profesional;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;35;37;39;38;34;185
F;2;Bachillerato;Bachillerato;Ninguno;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;54;40;56;44;52;244
F;Estrato 3;Bachillerato;Primaria;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;No leo por entretenimiento;Entre 1 y 3 horas;OFICIAL;A;;RURAL;MAÑANA;39;46;48;41;53;221
F;2;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Ninguno;Si;No;11 A 25 LIBROS;Peor;Entre 30 y 60 minutos;Mas de 3 horas;OFICIAL;A;N;URBANO;MAÑANA;39;59;49;51;41;244
F;;Ninguno;Ninguno;Empleado;Empleado;;No;;Igual;;;OFICIAL;A;N;RURAL;MAÑANA;44;37;38;36;48;197
F;;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Mejor;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;44;38;36;33;37;188
F;Estrato 5;Primaria;Primaria;Empleado;Empleado;Si;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;49;51;47;49;49;245
F;Sin Estrato;Bachillerato;Bachillerato;Empleado;Empleado;Si;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;;RURAL;UNICA;31;32;43;37;43;182
F;Estrato 2;Bachillerato;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Mas de 2 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;79;83;71;65;75;373
F;Estrato 5;Ninguno;Tecnica o tecnoligica;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;No Navega Internet;OFICIAL;A;N;RURAL;MAÑANA;41;32;36;32;28;173
F;Estrato 1;Primaria;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;45;39;41;36;36;200
F;Estrato 1;Primaria;Tecnica o tecnoligica;Ninguno;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;TARDE;59;59;57;51;56;282
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;NOCHE;37;37;36;31;38;177
F;3;Ninguno;Ninguno;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;N;URBANO;MAÑANA;70;59;57;40;54;282
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;48;44;44;40;42;219
F;Estrato 1;Tecnica o tecnoligica;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;UNICA;59;56;52;60;50;281
F;1;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;0 A 10 LIBROS;Peor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;TARDE;70;73;64;62;60;333
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;Si;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;40;37;37;37;37;188
F;Estrato 2;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;60;56;56;56;38;278
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;URBANO;MAÑANA;40;32;48;50;36;210
F;1;Ninguno;Primaria;;;No;;0 A 10 LIBROS;;Mas de 2 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;UNICA;63;69;62;62;45;313
F;Estrato 1;Bachillerato;Bachillerato;Empleado;Empleado;No;No;0 A 10 LIBROS;Mejor;No leo por entretenimiento;Mas de 3 horas;OFICIAL;A;N;URBANO;NOCHE;40;38;34;38;40;188
F;1;Ninguno;Primaria;Ninguno;Empleado;Si;Si;11 A 25 LIBROS;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;NO OFICIAL;A;;URBANO;MAÑANA;46;22;44;36;46;188
F;2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;41;45;41;44;43;214
F;2;Primaria;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Mas de 3 horas;NO OFICIAL;A;;URBANO;MAÑANA;48;54;58;52;47;263
F;Estrato 1;Bachillerato;Bachillerato;Ninguno;Empleado;No;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;53;47;45;37;51;230
F;1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Mejor;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;N;RURAL;MAÑANA;40;32;36;35;40;180
F;Estrato 2;Primaria;Primaria;Empleado;Empleado;Si;No;0 A 10 LIBROS;Igual;Entre 1 y 3 horas;Entre 30 y 60 minutos;OFICIAL;A;;RURAL;MAÑANA;49;48;40;44;48;227
F;;;;;;;;;;;;OFICIAL;A;N;URBANO;TARDE;32;24;37;35;41;163
F;Estrato 1;;;Pensionado;Pensionado;No;Si;11 A 25 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;OFICIAL;A;S;URBANO;MAÑANA;37;33;44;33;34;183
F;Estrato 2;Ninguno;Ninguno;Empleado;Empleado;Si;No;0 A 10 LIBROS;Peor;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;45;49;42;41;47;222
F;2;Postgrado;Bachillerato;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;74;74;71;74;84;370
F;Estrato 1;Primaria;Primaria;Empleado;Empleado;No;No;11 A 25 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;URBANO;MAÑANA;43;46;45;40;50;220
F;Estrato 1;Ninguno;Primaria;Empleado;Empleado;Si;No;26 A 100 LIBROS;Mejor;Entre 1 y 3 horas;Mas de 3 horas;OFICIAL;A;;RURAL;MAÑANA;43;30;39;28;34;175
F;3;Bachillerato;profesional;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 30 y 60 minutos;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;60;60;60;52;50;287
F;Estrato 3;Primaria;Tecnica o tecnoligica;Empleado;Empleado;Si;Si;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;NO OFICIAL;A;N;URBANO;MAÑANA;53;48;48;43;44;238
F;Estrato 3;Primaria;Bachillerato;Empleado;Empleado;Si;No;26 A 100 LIBROS;Igual;Entre 1 y 3 horas;Entre 1 y 3 horas;OFICIAL;A;N;RURAL;MAÑANA;50;56;53;39;48;247
